RecipeID,Recipe Name,Tier,Recipe Summary,Brew Summary,Amount of Ingredients,Amount of Potions,Total Magimin,Rarity,Stars,Cost,Value,Profit,Profit Ratio,Unique ingredient string,Unique Ingredient ID's,,,,,,,,,,,,,,count unique ingredients,,,,,,,,,,,,,
perf123,Fire Tonic,1,7x Ogre's Shadow,3x Grand Fire Tonic 5*,7,3,448,Grand,5,518,1108,590,1.140,132,132,,,,,,,,,,,,,,7,0,0,0,0,0,0,0,0,0,0,0,0,0
perf124,Fire Tonic,1,8x Ogre's Shadow,4x Superior Fire Tonic 1*,8,4,512,Superior,1,592,2076,1484,2.507,132,132,,,,,,,,,,,,,,8,0,0,0,0,0,0,0,0,0,0,0,0,0
perf125,Fire Tonic,1,9x Ogre's Shadow,4x Superior Fire Tonic 2*,9,4,576,Superior,2,666,2335,1669,2.507,132,132,,,,,,,,,,,,,,9,0,0,0,0,0,0,0,0,0,0,0,0,0
perf126,Fire Tonic,1,10x Ogre's Shadow,5x Superior Fire Tonic 4*,10,5,640,Superior,4,740,3695,2955,3.993,132,132,,,,,,,,,,,,,,10,0,0,0,0,0,0,0,0,0,0,0,0,0
perf127,Fire Tonic,1,11x Ogre's Shadow,5x Superior Fire Tonic 5*,11,5,704,Superior,5,814,4157,3343,4.106,132,132,,,,,,,,,,,,,,11,0,0,0,0,0,0,0,0,0,0,0,0,0
perf128,Fire Tonic,1,12x Ogre's Shadow,6x Masterwork Fire Tonic 0*,12,6,768,Masterwork,0,888,6228,5340,6.013,132,132,,,,,,,,,,,,,,12,0,0,0,0,0,0,0,0,0,0,0,0,0
perf129,Fire Tonic,1,13x Ogre's Shadow,6x Masterwork Fire Tonic 1*,13,6,832,Masterwork,1,962,7006,6044,6.283,132,132,,,,,,,,,,,,,,13,0,0,0,0,0,0,0,0,0,0,0,0,0
perf130,Fire Tonic,1,14x Ogre's Shadow,7x Masterwork Fire Tonic 2*,14,7,896,Masterwork,2,1036,9196,8160,7.876,132,132,,,,,,,,,,,,,,14,0,0,0,0,0,0,0,0,0,0,0,0,0
perf131,Mana Potion,1,2x Pixiedust Diamond,1x Minor Mana Potion 1*,2,1,16,Minor,1,28,23,-5,-0.196,141,141,,,,,,,,,,,,,,2,0,0,0,0,0,0,0,0,0,0,0,0,0
perf132,Mana Potion,1,3x Pixiedust Diamond,1x Minor Mana Potion 2*,3,1,24,Minor,2,42,25,-17,-0.397,141,141,,,,,,,,,,,,,,3,0,0,0,0,0,0,0,0,0,0,0,0,0
perf133,Mana Potion,1,4x Pixiedust Diamond,2x Minor Mana Potion 3*,4,2,32,Minor,3,56,57,1,0.017,141,141,,,,,,,,,,,,,,4,0,0,0,0,0,0,0,0,0,0,0,0,0
perf134,Mana Potion,1,5x Pixiedust Diamond,2x Minor Mana Potion 4*,5,2,40,Minor,4,70,64,-6,-0.085,141,141,,,,,,,,,,,,,,5,0,0,0,0,0,0,0,0,0,0,0,0,0
perf135,Mana Potion,1,6x Pixiedust Diamond,3x Minor Mana Potion 4*,6,3,48,Minor,4,84,96,12,0.144,141,141,,,,,,,,,,,,,,6,0,0,0,0,0,0,0,0,0,0,0,0,0
perf136,Mana Potion,1,7x Pixiedust Diamond,3x Minor Mana Potion 5*,7,3,56,Minor,5,98,108,10,0.103,141,141,,,,,,,,,,,,,,7,0,0,0,0,0,0,0,0,0,0,0,0,0
perf137,Mana Potion,1,8x Pixiedust Diamond,4x Common Mana Potion 0*,8,4,64,Common,0,112,180,68,0.607,141,141,,,,,,,,,,,,,,8,0,0,0,0,0,0,0,0,0,0,0,0,0
perf138,Mana Potion,1,9x Pixiedust Diamond,4x Common Mana Potion 0*,9,4,72,Common,0,126,180,54,0.429,141,141,,,,,,,,,,,,,,9,0,0,0,0,0,0,0,0,0,0,0,0,0
perf139,Mana Potion,1,10x Pixiedust Diamond,5x Common Mana Potion 1*,10,5,80,Common,1,140,253,113,0.808,141,141,,,,,,,,,,,,,,10,0,0,0,0,0,0,0,0,0,0,0,0,0
perf140,Mana Potion,1,11x Pixiedust Diamond,5x Common Mana Potion 1*,11,5,88,Common,1,154,253,99,0.644,141,141,,,,,,,,,,,,,,11,0,0,0,0,0,0,0,0,0,0,0,0,0
perf141,Mana Potion,1,12x Pixiedust Diamond,6x Common Mana Potion 2*,12,6,96,Common,2,168,342,174,1.034,141,141,,,,,,,,,,,,,,12,0,0,0,0,0,0,0,0,0,0,0,0,0
perf142,Mana Potion,1,13x Pixiedust Diamond,6x Common Mana Potion 2*,13,6,104,Common,2,182,342,160,0.878,141,141,,,,,,,,,,,,,,13,0,0,0,0,0,0,0,0,0,0,0,0,0
perf143,Mana Potion,1,14x Pixiedust Diamond,7x Common Mana Potion 3*,14,7,112,Common,3,196,449,253,1.288,141,141,,,,,,,,,,,,,,14,0,0,0,0,0,0,0,0,0,0,0,0,0
perf144,Health Potion,1,2x River-Pixie's Shell,1x Minor Health Potion 1*,2,1,16,Minor,1,22,18,-4,-0.182,150,150,,,,,,,,,,,,,,2,0,0,0,0,0,0,0,0,0,0,0,0,0
perf145,Health Potion,1,3x River-Pixie's Shell,1x Minor Health Potion 2*,3,1,24,Minor,2,33,20,-13,-0.386,150,150,,,,,,,,,,,,,,3,0,0,0,0,0,0,0,0,0,0,0,0,0
perf146,Health Potion,1,4x River-Pixie's Shell,2x Minor Health Potion 3*,4,2,32,Minor,3,44,46,2,0.036,150,150,,,,,,,,,,,,,,4,0,0,0,0,0,0,0,0,0,0,0,0,0
perf147,Health Potion,1,5x River-Pixie's Shell,2x Minor Health Potion 4*,5,2,40,Minor,4,55,51,-4,-0.068,150,150,,,,,,,,,,,,,,5,0,0,0,0,0,0,0,0,0,0,0,0,0
perf148,Health Potion,1,6x River-Pixie's Shell,3x Minor Health Potion 4*,6,3,48,Minor,4,66,77,11,0.165,150,150,,,,,,,,,,,,,,6,0,0,0,0,0,0,0,0,0,0,0,0,0
perf149,Health Potion,1,7x River-Pixie's Shell,3x Minor Health Potion 5*,7,3,56,Minor,5,77,86,9,0.123,150,150,,,,,,,,,,,,,,7,0,0,0,0,0,0,0,0,0,0,0,0,0
perf150,Health Potion,1,8x River-Pixie's Shell,4x Common Health Potion 0*,8,4,64,Common,0,88,144,56,0.636,150,150,,,,,,,,,,,,,,8,0,0,0,0,0,0,0,0,0,0,0,0,0
perf151,Health Potion,1,9x River-Pixie's Shell,4x Common Health Potion 0*,9,4,72,Common,0,99,144,45,0.455,150,150,,,,,,,,,,,,,,9,0,0,0,0,0,0,0,0,0,0,0,0,0
perf152,Health Potion,1,10x River-Pixie's Shell,5x Common Health Potion 1*,10,5,80,Common,1,110,203,93,0.841,150,150,,,,,,,,,,,,,,10,0,0,0,0,0,0,0,0,0,0,0,0,0
perf153,Health Potion,1,11x River-Pixie's Shell,5x Common Health Potion 1*,11,5,88,Common,1,121,203,82,0.674,150,150,,,,,,,,,,,,,,11,0,0,0,0,0,0,0,0,0,0,0,0,0
perf154,Health Potion,1,12x River-Pixie's Shell,6x Common Health Potion 2*,12,6,96,Common,2,132,273,141,1.071,150,150,,,,,,,,,,,,,,12,0,0,0,0,0,0,0,0,0,0,0,0,0
perf155,Health Potion,1,13x River-Pixie's Shell,6x Common Health Potion 2*,13,6,104,Common,2,143,273,130,0.912,150,150,,,,,,,,,,,,,,13,0,0,0,0,0,0,0,0,0,0,0,0,0
perf156,Health Potion,1,14x River-Pixie's Shell,7x Common Health Potion 3*,14,7,112,Common,3,154,359,205,1.330,150,150,,,,,,,,,,,,,,14,0,0,0,0,0,0,0,0,0,0,0,0,0
perf157,Health Potion,1,2x Scimitar Crab's Shell,1x Common Health Potion 4*,2,1,128,Common,4,152,58,-94,-0.621,163,163,,,,,,,,,,,,,,2,0,0,0,0,0,0,0,0,0,0,0,0,0
perf158,Health Potion,1,3x Scimitar Crab's Shell,1x Greater Health Potion 1*,3,1,192,Greater,1,228,91,-137,-0.600,163,163,,,,,,,,,,,,,,3,0,0,0,0,0,0,0,0,0,0,0,0,0
perf159,Health Potion,1,4x Scimitar Crab's Shell,2x Greater Health Potion 4*,4,2,256,Greater,4,304,259,-45,-0.146,163,163,,,,,,,,,,,,,,4,0,0,0,0,0,0,0,0,0,0,0,0,0
perf160,Health Potion,1,5x Scimitar Crab's Shell,2x Grand Health Potion 1*,5,2,320,Grand,1,380,410,30,0.079,163,163,,,,,,,,,,,,,,5,0,0,0,0,0,0,0,0,0,0,0,0,0
perf161,Health Potion,1,6x Scimitar Crab's Shell,3x Grand Health Potion 3*,6,3,384,Grand,3,456,778,322,0.707,163,163,,,,,,,,,,,,,,6,0,0,0,0,0,0,0,0,0,0,0,0,0
perf162,Health Potion,1,7x Scimitar Crab's Shell,3x Grand Health Potion 5*,7,3,448,Grand,5,532,985,453,0.852,163,163,,,,,,,,,,,,,,7,0,0,0,0,0,0,0,0,0,0,0,0,0
perf163,Health Potion,1,8x Scimitar Crab's Shell,4x Superior Health Potion 1*,8,4,512,Superior,1,608,1845,1237,2.035,163,163,,,,,,,,,,,,,,8,0,0,0,0,0,0,0,0,0,0,0,0,0
perf164,Health Potion,1,9x Scimitar Crab's Shell,4x Superior Health Potion 2*,9,4,576,Superior,2,684,2076,1392,2.035,163,163,,,,,,,,,,,,,,9,0,0,0,0,0,0,0,0,0,0,0,0,0
perf165,Health Potion,1,10x Scimitar Crab's Shell,5x Superior Health Potion 4*,10,5,640,Superior,4,760,3284,2524,3.321,163,163,,,,,,,,,,,,,,10,0,0,0,0,0,0,0,0,0,0,0,0,0
perf166,Health Potion,1,11x Scimitar Crab's Shell,5x Superior Health Potion 5*,11,5,704,Superior,5,836,3695,2859,3.420,163,163,,,,,,,,,,,,,,11,0,0,0,0,0,0,0,0,0,0,0,0,0
perf167,Health Potion,1,12x Scimitar Crab's Shell,6x Masterwork Health Potion 0*,12,6,768,Masterwork,0,912,5536,4624,5.070,163,163,,,,,,,,,,,,,,12,0,0,0,0,0,0,0,0,0,0,0,0,0
perf168,Health Potion,1,13x Scimitar Crab's Shell,6x Masterwork Health Potion 1*,13,6,832,Masterwork,1,988,6228,5240,5.303,163,163,,,,,,,,,,,,,,13,0,0,0,0,0,0,0,0,0,0,0,0,0
perf169,Health Potion,1,14x Scimitar Crab's Shell,7x Masterwork Health Potion 2*,14,7,896,Masterwork,2,1064,8174,7110,6.682,163,163,,,,,,,,,,,,,,14,0,0,0,0,0,0,0,0,0,0,0,0,0
perf170,Ice Tonic,2,2x Shelled Pudding,1x Common Ice Tonic 4*,2,1,128,Common,4,180,72,-108,-0.600,171,171,,,,,,,,,,,,,,2,0,0,0,0,0,0,0,0,0,0,0,0,0
perf171,Ice Tonic,2,3x Shelled Pudding,1x Greater Ice Tonic 1*,3,1,192,Greater,1,270,114,-156,-0.578,171,171,,,,,,,,,,,,,,3,0,0,0,0,0,0,0,0,0,0,0,0,0
perf172,Ice Tonic,2,4x Shelled Pudding,2x Greater Ice Tonic 4*,4,2,256,Greater,4,360,324,-36,-0.099,171,171,,,,,,,,,,,,,,4,0,0,0,0,0,0,0,0,0,0,0,0,0
perf173,Ice Tonic,2,5x Shelled Pudding,2x Grand Ice Tonic 1*,5,2,320,Grand,1,450,513,63,0.139,171,171,,,,,,,,,,,,,,5,0,0,0,0,0,0,0,0,0,0,0,0,0
perf174,Ice Tonic,2,6x Shelled Pudding,3x Grand Ice Tonic 3*,6,3,384,Grand,3,540,973,433,0.802,171,171,,,,,,,,,,,,,,6,0,0,0,0,0,0,0,0,0,0,0,0,0
perf175,Ice Tonic,2,7x Shelled Pudding,3x Grand Ice Tonic 5*,7,3,448,Grand,5,630,1232,602,0.955,171,171,,,,,,,,,,,,,,7,0,0,0,0,0,0,0,0,0,0,0,0,0
perf176,Ice Tonic,2,8x Shelled Pudding,4x Superior Ice Tonic 1*,8,4,512,Superior,1,720,2307,1587,2.204,171,171,,,,,,,,,,,,,,8,0,0,0,0,0,0,0,0,0,0,0,0,0
perf177,Ice Tonic,2,9x Shelled Pudding,4x Superior Ice Tonic 2*,9,4,576,Superior,2,810,2595,1785,2.204,171,171,,,,,,,,,,,,,,9,0,0,0,0,0,0,0,0,0,0,0,0,0
perf178,Ice Tonic,2,10x Shelled Pudding,5x Superior Ice Tonic 4*,10,5,640,Superior,4,900,4105,3205,3.561,171,171,,,,,,,,,,,,,,10,0,0,0,0,0,0,0,0,0,0,0,0,0
perf179,Ice Tonic,2,11x Shelled Pudding,5x Superior Ice Tonic 5*,11,5,704,Superior,5,990,4618,3628,3.665,171,171,,,,,,,,,,,,,,11,0,0,0,0,0,0,0,0,0,0,0,0,0
perf180,Ice Tonic,2,12x Shelled Pudding,6x Masterwork Ice Tonic 0*,12,6,768,Masterwork,0,1080,6920,5840,5.407,171,171,,,,,,,,,,,,,,12,0,0,0,0,0,0,0,0,0,0,0,0,0
perf181,Ice Tonic,2,13x Shelled Pudding,6x Masterwork Ice Tonic 1*,13,6,832,Masterwork,1,1170,7785,6615,5.654,171,171,,,,,,,,,,,,,,13,0,0,0,0,0,0,0,0,0,0,0,0,0
perf182,Ice Tonic,2,14x Shelled Pudding,7x Masterwork Ice Tonic 2*,14,7,896,Masterwork,2,1260,10218,8958,7.109,171,171,,,,,,,,,,,,,,14,0,0,0,0,0,0,0,0,0,0,0,0,0
perf183,Health Potion,1,2x Slapping Turtle's Shell,1x Common Health Potion 1*,2,1,80,Common,1,92,41,-51,-0.560,175,175,,,,,,,,,,,,,,2,0,0,0,0,0,0,0,0,0,0,0,0,0
perf184,Health Potion,1,3x Slapping Turtle's Shell,1x Common Health Potion 4*,3,1,120,Common,4,138,58,-80,-0.582,175,175,,,,,,,,,,,,,,3,0,0,0,0,0,0,0,0,0,0,0,0,0
perf185,Health Potion,1,4x Slapping Turtle's Shell,2x Greater Health Potion 0*,4,2,160,Greater,0,184,162,-22,-0.120,175,175,,,,,,,,,,,,,,4,0,0,0,0,0,0,0,0,0,0,0,0,0
perf186,Health Potion,1,5x Slapping Turtle's Shell,2x Greater Health Potion 2*,5,2,200,Greater,2,230,205,-25,-0.109,175,175,,,,,,,,,,,,,,5,0,0,0,0,0,0,0,0,0,0,0,0,0
perf187,Health Potion,1,6x Slapping Turtle's Shell,3x Greater Health Potion 4*,6,3,240,Greater,4,276,389,113,0.410,175,175,,,,,,,,,,,,,,6,0,0,0,0,0,0,0,0,0,0,0,0,0
perf188,Health Potion,1,7x Slapping Turtle's Shell,3x Greater Health Potion 5*,7,3,280,Greater,5,322,438,116,0.360,175,175,,,,,,,,,,,,,,7,0,0,0,0,0,0,0,0,0,0,0,0,0
perf189,Health Potion,1,8x Slapping Turtle's Shell,4x Grand Health Potion 1*,8,4,320,Grand,1,368,820,452,1.229,175,175,,,,,,,,,,,,,,8,0,0,0,0,0,0,0,0,0,0,0,0,0
perf190,Health Potion,1,9x Slapping Turtle's Shell,4x Grand Health Potion 2*,9,4,360,Grand,2,414,923,509,1.229,175,175,,,,,,,,,,,,,,9,0,0,0,0,0,0,0,0,0,0,0,0,0
perf191,Health Potion,1,10x Slapping Turtle's Shell,5x Grand Health Potion 4*,10,5,400,Grand,4,460,1460,1000,2.173,175,175,,,,,,,,,,,,,,10,0,0,0,0,0,0,0,0,0,0,0,0,0
perf192,Health Potion,1,11x Slapping Turtle's Shell,5x Grand Health Potion 5*,11,5,440,Grand,5,506,1642,1136,2.245,175,175,,,,,,,,,,,,,,11,0,0,0,0,0,0,0,0,0,0,0,0,0
perf193,Health Potion,1,12x Slapping Turtle's Shell,6x Superior Health Potion 0*,12,6,480,Superior,0,552,2460,1908,3.457,175,175,,,,,,,,,,,,,,12,0,0,0,0,0,0,0,0,0,0,0,0,0
perf194,Health Potion,1,13x Slapping Turtle's Shell,6x Superior Health Potion 1*,13,6,520,Superior,1,598,2768,2170,3.629,175,175,,,,,,,,,,,,,,13,0,0,0,0,0,0,0,0,0,0,0,0,0
perf195,Health Potion,1,14x Slapping Turtle's Shell,7x Superior Health Potion 2*,14,7,560,Superior,2,644,3633,2989,4.641,175,175,,,,,,,,,,,,,,14,0,0,0,0,0,0,0,0,0,0,0,0,0
perf196,Health Potion,1,2x Space Nautilus's Shell,1x Greater Health Potion 1*,2,1,176,Greater,1,204,91,-113,-0.553,179,179,,,,,,,,,,,,,,2,0,0,0,0,0,0,0,0,0,0,0,0,0
perf197,Health Potion,1,3x Space Nautilus's Shell,1x Greater Health Potion 5*,3,1,264,Greater,5,306,146,-160,-0.523,179,179,,,,,,,,,,,,,,3,0,0,0,0,0,0,0,0,0,0,0,0,0
perf198,Health Potion,1,4x Space Nautilus's Shell,2x Grand Health Potion 2*,4,2,352,Grand,2,408,461,53,0.131,179,179,,,,,,,,,,,,,,4,0,0,0,0,0,0,0,0,0,0,0,0,0
perf199,Health Potion,1,5x Space Nautilus's Shell,2x Grand Health Potion 5*,5,2,440,Grand,5,510,657,147,0.288,179,179,,,,,,,,,,,,,,5,0,0,0,0,0,0,0,0,0,0,0,0,0
perf200,Health Potion,1,6x Space Nautilus's Shell,3x Superior Health Potion 1*,6,3,528,Superior,1,612,1384,772,1.261,179,179,,,,,,,,,,,,,,6,0,0,0,0,0,0,0,0,0,0,0,0,0
perf201,Health Potion,1,7x Space Nautilus's Shell,3x Superior Health Potion 3*,7,3,616,Superior,3,714,1752,1038,1.453,179,179,,,,,,,,,,,,,,7,0,0,0,0,0,0,0,0,0,0,0,0,0
perf202,Health Potion,1,8x Space Nautilus's Shell,4x Superior Health Potion 5*,8,4,704,Superior,5,816,2956,2140,2.622,179,179,,,,,,,,,,,,,,8,0,0,0,0,0,0,0,0,0,0,0,0,0
perf203,Health Potion,1,9x Space Nautilus's Shell,4x Masterwork Health Potion 0*,9,4,792,Masterwork,0,918,3691,2773,3.020,179,179,,,,,,,,,,,,,,9,0,0,0,0,0,0,0,0,0,0,0,0,0
perf204,Health Potion,1,10x Space Nautilus's Shell,5x Masterwork Health Potion 2*,10,5,880,Masterwork,2,1020,5839,4819,4.724,179,179,,,,,,,,,,,,,,10,0,0,0,0,0,0,0,0,0,0,0,0,0
perf205,Health Potion,1,11x Space Nautilus's Shell,5x Masterwork Health Potion 3*,11,5,968,Masterwork,3,1122,6568,5446,4.854,179,179,,,,,,,,,,,,,,11,0,0,0,0,0,0,0,0,0,0,0,0,0
perf206,Health Potion,1,12x Space Nautilus's Shell,6x Masterwork Health Potion 3*,12,6,1056,Masterwork,3,1224,7882,6658,5.440,179,179,,,,,,,,,,,,,,12,0,0,0,0,0,0,0,0,0,0,0,0,0
perf207,Health Potion,1,13x Space Nautilus's Shell,6x Masterwork Health Potion 4*,13,6,1144,Masterwork,4,1326,8867,7541,5.687,179,179,,,,,,,,,,,,,,13,0,0,0,0,0,0,0,0,0,0,0,0,0
perf208,Health Potion,1,14x Space Nautilus's Shell,7x Masterwork Health Potion 5*,14,7,1232,Masterwork,5,1428,11638,10210,7.150,179,179,,,,,,,,,,,,,,14,0,0,0,0,0,0,0,0,0,0,0,0,0
perf209,Mana Potion,1,2x Spider's-Bait Diamond,1x Common Mana Potion 1*,2,1,80,Common,1,100,51,-49,-0.494,182,182,,,,,,,,,,,,,,2,0,0,0,0,0,0,0,0,0,0,0,0,0
perf210,Mana Potion,1,3x Spider's-Bait Diamond,1x Common Mana Potion 4*,3,1,120,Common,4,150,72,-78,-0.519,182,182,,,,,,,,,,,,,,3,0,0,0,0,0,0,0,0,0,0,0,0,0
perf211,Mana Potion,1,4x Spider's-Bait Diamond,2x Greater Mana Potion 0*,4,2,160,Greater,0,200,203,3,0.013,182,182,,,,,,,,,,,,,,4,0,0,0,0,0,0,0,0,0,0,0,0,0
perf212,Mana Potion,1,5x Spider's-Bait Diamond,2x Greater Mana Potion 2*,5,2,200,Greater,2,250,256,6,0.025,182,182,,,,,,,,,,,,,,5,0,0,0,0,0,0,0,0,0,0,0,0,0
perf213,Mana Potion,1,6x Spider's-Bait Diamond,3x Greater Mana Potion 4*,6,3,240,Greater,4,300,487,187,0.622,182,182,,,,,,,,,,,,,,6,0,0,0,0,0,0,0,0,0,0,0,0,0
perf214,Mana Potion,1,7x Spider's-Bait Diamond,3x Greater Mana Potion 5*,7,3,280,Greater,5,350,547,197,0.564,182,182,,,,,,,,,,,,,,7,0,0,0,0,0,0,0,0,0,0,0,0,0
perf215,Mana Potion,1,8x Spider's-Bait Diamond,4x Grand Mana Potion 1*,8,4,320,Grand,1,400,1025,625,1.563,182,182,,,,,,,,,,,,,,8,0,0,0,0,0,0,0,0,0,0,0,0,0
perf216,Mana Potion,1,9x Spider's-Bait Diamond,4x Grand Mana Potion 2*,9,4,360,Grand,2,450,1153,703,1.563,182,182,,,,,,,,,,,,,,9,0,0,0,0,0,0,0,0,0,0,0,0,0
perf217,Mana Potion,1,10x Spider's-Bait Diamond,5x Grand Mana Potion 4*,10,5,400,Grand,4,500,1825,1325,2.649,182,182,,,,,,,,,,,,,,10,0,0,0,0,0,0,0,0,0,0,0,0,0
perf218,Mana Potion,1,11x Spider's-Bait Diamond,5x Grand Mana Potion 5*,11,5,440,Grand,5,550,2053,1503,2.732,182,182,,,,,,,,,,,,,,11,0,0,0,0,0,0,0,0,0,0,0,0,0
perf219,Mana Potion,1,12x Spider's-Bait Diamond,6x Superior Mana Potion 0*,12,6,480,Superior,0,600,3075,2475,4.126,182,182,,,,,,,,,,,,,,12,0,0,0,0,0,0,0,0,0,0,0,0,0
perf220,Mana Potion,1,13x Spider's-Bait Diamond,6x Superior Mana Potion 1*,13,6,520,Superior,1,650,3460,2810,4.323,182,182,,,,,,,,,,,,,,13,0,0,0,0,0,0,0,0,0,0,0,0,0
perf221,Mana Potion,1,14x Spider's-Bait Diamond,7x Superior Mana Potion 2*,14,7,560,Superior,2,700,4541,3841,5.487,182,182,,,,,,,,,,,,,,14,0,0,0,0,0,0,0,0,0,0,0,0,0
perf222,Fire Tonic,1,2x Warg Pheromones,1x Minor Fire Tonic 4*,2,1,48,Minor,4,52,29,-23,-0.446,197,197,,,,,,,,,,,,,,2,0,0,0,0,0,0,0,0,0,0,0,0,0
perf223,Fire Tonic,1,3x Warg Pheromones,1x Common Fire Tonic 0*,3,1,72,Common,0,78,41,-37,-0.481,197,197,,,,,,,,,,,,,,3,0,0,0,0,0,0,0,0,0,0,0,0,0
perf224,Fire Tonic,1,4x Warg Pheromones,2x Common Fire Tonic 2*,4,2,96,Common,2,104,103,-1,-0.014,197,197,,,,,,,,,,,,,,4,0,0,0,0,0,0,0,0,0,0,0,0,0
perf225,Fire Tonic,1,5x Warg Pheromones,2x Common Fire Tonic 4*,5,2,120,Common,4,130,130,0,-0.002,197,197,,,,,,,,,,,,,,5,0,0,0,0,0,0,0,0,0,0,0,0,0
perf226,Fire Tonic,1,6x Warg Pheromones,3x Common Fire Tonic 5*,6,3,144,Common,5,156,219,63,0.404,197,197,,,,,,,,,,,,,,6,0,0,0,0,0,0,0,0,0,0,0,0,0
perf227,Fire Tonic,1,7x Warg Pheromones,3x Greater Fire Tonic 0*,7,3,168,Greater,0,182,273,91,0.502,197,197,,,,,,,,,,,,,,7,0,0,0,0,0,0,0,0,0,0,0,0,0
perf228,Fire Tonic,1,8x Warg Pheromones,4x Greater Fire Tonic 1*,8,4,192,Greater,1,208,410,202,0.971,197,197,,,,,,,,,,,,,,8,0,0,0,0,0,0,0,0,0,0,0,0,0
perf229,Fire Tonic,1,9x Warg Pheromones,4x Greater Fire Tonic 3*,9,4,216,Greater,3,234,519,285,1.218,197,197,,,,,,,,,,,,,,9,0,0,0,0,0,0,0,0,0,0,0,0,0
perf230,Fire Tonic,1,10x Warg Pheromones,5x Greater Fire Tonic 4*,10,5,240,Greater,4,260,730,470,1.807,197,197,,,,,,,,,,,,,,10,0,0,0,0,0,0,0,0,0,0,0,0,0
perf231,Fire Tonic,1,11x Warg Pheromones,5x Greater Fire Tonic 5*,11,5,264,Greater,5,286,821,535,1.871,197,197,,,,,,,,,,,,,,11,0,0,0,0,0,0,0,0,0,0,0,0,0
perf232,Fire Tonic,1,12x Warg Pheromones,6x Greater Fire Tonic 5*,12,6,288,Greater,5,312,985,673,2.158,197,197,,,,,,,,,,,,,,12,0,0,0,0,0,0,0,0,0,0,0,0,0
perf233,Fire Tonic,1,13x Warg Pheromones,6x Grand Fire Tonic 0*,13,6,312,Grand,0,338,1230,892,2.640,197,197,,,,,,,,,,,,,,13,0,0,0,0,0,0,0,0,0,0,0,0,0
perf234,Fire Tonic,1,14x Warg Pheromones,7x Grand Fire Tonic 1*,14,7,336,Grand,1,364,1615,1251,3.436,197,197,,,,,,,,,,,,,,14,0,0,0,0,0,0,0,0,0,0,0,0,0
perf235,Thunder Tonic,2,2x Widowmaker Pepper,1x Greater Thunder Tonic 1*,2,1,176,Greater,1,252,125,-127,-0.503,201,201,,,,,,,,,,,,,,2,0,0,0,0,0,0,0,0,0,0,0,0,0
perf236,Thunder Tonic,2,3x Widowmaker Pepper,1x Greater Thunder Tonic 5*,3,1,264,Greater,5,378,201,-177,-0.469,201,201,,,,,,,,,,,,,,3,0,0,0,0,0,0,0,0,0,0,0,0,0
perf237,Thunder Tonic,2,4x Widowmaker Pepper,2x Grand Thunder Tonic 2*,4,2,352,Grand,2,504,634,130,0.259,201,201,,,,,,,,,,,,,,4,0,0,0,0,0,0,0,0,0,0,0,0,0
perf238,Thunder Tonic,2,5x Widowmaker Pepper,2x Grand Thunder Tonic 5*,5,2,440,Grand,5,630,903,273,0.434,201,201,,,,,,,,,,,,,,5,0,0,0,0,0,0,0,0,0,0,0,0,0
perf239,Thunder Tonic,2,6x Widowmaker Pepper,3x Superior Thunder Tonic 1*,6,3,528,Superior,1,756,1903,1147,1.517,201,201,,,,,,,,,,,,,,6,0,0,0,0,0,0,0,0,0,0,0,0,0
perf240,Thunder Tonic,2,7x Widowmaker Pepper,3x Superior Thunder Tonic 3*,7,3,616,Superior,3,882,2408,1526,1.731,201,201,,,,,,,,,,,,,,7,0,0,0,0,0,0,0,0,0,0,0,0,0
perf241,Thunder Tonic,2,8x Widowmaker Pepper,4x Superior Thunder Tonic 5*,8,4,704,Superior,5,1008,4064,3056,3.032,201,201,,,,,,,,,,,,,,8,0,0,0,0,0,0,0,0,0,0,0,0,0
perf242,Thunder Tonic,2,9x Widowmaker Pepper,4x Masterwork Thunder Tonic 0*,9,4,792,Masterwork,0,1134,5075,3941,3.475,201,201,,,,,,,,,,,,,,9,0,0,0,0,0,0,0,0,0,0,0,0,0
perf243,Thunder Tonic,2,10x Widowmaker Pepper,5x Masterwork Thunder Tonic 2*,10,5,880,Masterwork,2,1260,8028,6768,5.371,201,201,,,,,,,,,,,,,,10,0,0,0,0,0,0,0,0,0,0,0,0,0
perf244,Thunder Tonic,2,11x Widowmaker Pepper,5x Masterwork Thunder Tonic 3*,11,5,968,Masterwork,3,1386,9032,7646,5.516,201,201,,,,,,,,,,,,,,11,0,0,0,0,0,0,0,0,0,0,0,0,0
perf245,Thunder Tonic,2,12x Widowmaker Pepper,6x Masterwork Thunder Tonic 3*,12,6,1056,Masterwork,3,1512,10838,9326,6.168,201,201,,,,,,,,,,,,,,12,0,0,0,0,0,0,0,0,0,0,0,0,0
perf246,Thunder Tonic,2,13x Widowmaker Pepper,6x Masterwork Thunder Tonic 4*,13,6,1144,Masterwork,4,1638,12193,10555,6.444,201,201,,,,,,,,,,,,,,13,0,0,0,0,0,0,0,0,0,0,0,0,0
perf247,Thunder Tonic,2,14x Widowmaker Pepper,7x Masterwork Thunder Tonic 5*,14,7,1232,Masterwork,5,1764,16003,14239,8.072,201,201,,,,,,,,,,,,,,14,0,0,0,0,0,0,0,0,0,0,0,0,0
